,id,operations,order,full
299,297,"[[9, 4, 3], [8, 1, 5, 7, 2], [8, 1, 3, 4, 6]]",[9. 3. 1. 5. 7. 2. 8. 1. 4. 6.],"[[9.0, 3.0], [1.0, 5.0, 7.0, 2.0, 8.0, 1.0], [4.0, 6.0]]"
300,298,"[[1, 3, 2, 4, 9, 6], [5, 1, 8, 2], [1, 5, 7, 4]]",[3. 9. 6. 5. 1. 8. 2. 7. 1. 4.],"[[3.0, 9.0, 6.0], [5.0, 1.0, 8.0, 2.0], [7.0, 1.0, 4.0]]"
301,299,"[[8, 1, 3, 4, 9, 6], [1, 5, 7, 6, 4], [5, 1, 8, 2]]",[8. 1. 3. 4. 9. 5. 7. 6. 1. 2.],"[[8.0, 1.0, 3.0, 4.0, 9.0], [5.0, 7.0, 6.0, 1.0], [2.0]]"
302,300,"[[8, 1, 3, 4, 9, 6], [5, 1, 8, 2], [1, 5, 7, 6, 4]]",[8. 1. 3. 4. 9. 2. 1. 5. 7. 6.],"[[8.0, 1.0, 3.0, 4.0, 9.0], [2.0, 1.0, 5.0], [7.0, 6.0]]"
303,301,"[[1, 3, 4, 9, 6], [5, 6, 1, 8, 2], [8, 1, 5, 7, 4]]",[3. 9. 1. 5. 6. 8. 2. 7. 1. 4.],"[[3.0, 9.0, 1.0], [5.0, 6.0, 8.0, 2.0], [7.0, 1.0, 4.0]]"
304,302,"[[1, 3, 4, 9, 6], [8, 1, 5, 7, 4], [5, 6, 1, 8, 2]]",[1. 3. 4. 9. 8. 1. 5. 7. 6. 2.],"[[1.0, 3.0, 4.0, 9.0], [8.0, 1.0, 5.0, 7.0], [6.0, 2.0]]"
305,303,"[[8, 1, 3, 4, 6], [1, 5, 7, 6, 4], [5, 6, 1, 8, 2], [9, 4, 1]]",[8. 1. 3. 4. 5. 7. 6. 1. 2. 9. 1.],"[[8.0, 1.0, 3.0, 4.0], [5.0, 7.0, 6.0, 1.0], [2.0], [9.0, 1.0]]"
306,304,"[[8, 1, 3, 4, 6], [1, 5, 7, 6, 4], [9, 4, 1], [5, 6, 1, 8, 2]]",[8. 1. 3. 5. 7. 6. 4. 9. 1. 2.],"[[8.0, 1.0, 3.0], [5.0, 7.0, 6.0, 4.0], [9.0, 1.0], [2.0]]"
307,305,"[[8, 1, 3, 4, 6], [5, 6, 1, 8, 2], [1, 5, 7, 6, 4], [9, 4, 1]]",[8. 1. 3. 2. 5. 7. 6. 1. 4. 9.],"[[8.0, 1.0, 3.0], [2.0, 5.0], [7.0, 6.0, 1.0, 4.0], [9.0]]"
308,306,"[[8, 1, 3, 4, 6], [5, 6, 1, 8, 2], [9, 4, 1], [1, 5, 7, 6, 4]]",[8. 1. 3. 2. 9. 4. 1. 5. 7. 6.],"[[8.0, 1.0, 3.0], [2.0], [9.0, 4.0, 1.0], [5.0, 7.0, 6.0]]"
309,307,"[[8, 1, 3, 4, 6], [9, 4, 1], [1, 5, 7, 6, 4], [5, 6, 1, 8, 2]]",[8. 1. 3. 4. 9. 5. 7. 6. 1. 2.],"[[8.0, 1.0, 3.0, 4.0], [9.0], [5.0, 7.0, 6.0, 1.0], [2.0]]"
310,308,"[[8, 1, 3, 4, 6], [9, 4, 1], [5, 6, 1, 8, 2], [1, 5, 7, 6, 4]]",[1. 3. 4. 9. 8. 1. 2. 5. 7. 6.],"[[1.0, 3.0, 4.0], [9.0], [8.0, 1.0, 2.0, 5.0], [7.0, 6.0]]"
311,309,"[[8, 1, 3, 4, 9, 6], [5, 7], [5, 6, 1, 8, 2]]",[8. 1. 3. 4. 9. 5. 7. 6. 1. 2.],"[[8.0, 1.0, 3.0, 4.0, 9.0], [5.0, 7.0], [6.0, 1.0, 2.0]]"
312,310,"[[1, 3, 2, 4, 6], [9, 4, 3], [5, 7], [5, 6, 1, 8, 2]]",[1. 3. 2. 4. 9. 5. 7. 6. 1. 8.],"[[1.0, 3.0, 2.0, 4.0], [9.0], [5.0, 7.0], [6.0, 1.0, 8.0]]"
313,311,"[[5, 7], [9, 4, 3], [1, 3, 2, 4, 6], [5, 6, 1, 8, 2]]",[7. 9. 3. 1. 2. 4. 1. 5. 6. 8.],"[[7.0], [9.0, 3.0], [1.0, 2.0, 4.0, 1.0], [5.0, 6.0, 8.0]]"
314,312,"[[9, 4, 3], [1, 3, 2, 4, 6], [5, 7], [5, 6, 1, 8, 2]]",[9. 3. 1. 2. 4. 5. 7. 6. 1. 8.],"[[9.0, 3.0], [1.0, 2.0, 4.0], [5.0, 7.0], [6.0, 1.0, 8.0]]"
315,313,"[[9, 4, 3], [5, 6, 1, 8, 2], [5, 7], [1, 3, 2, 4, 6]]",[9. 3. 1. 8. 2. 5. 7. 1. 4. 6.],"[[9.0, 3.0], [1.0, 8.0, 2.0, 5.0], [7.0], [1.0, 4.0, 6.0]]"
316,314,"[[5, 6, 1, 8, 2], [5, 7], [9, 4, 3], [1, 3, 2, 4, 6]]",[5. 6. 1. 8. 7. 9. 3. 1. 2. 4.],"[[5.0, 6.0, 1.0, 8.0], [7.0], [9.0, 3.0], [1.0, 2.0, 4.0]]"
317,315,"[[5, 6, 1, 8, 2], [9, 4, 3], [1, 3, 2, 4, 6], [5, 7]]",[5. 8. 9. 3. 1. 2. 4. 6. 7.],"[[5.0, 8.0], [9.0, 3.0], [1.0, 2.0, 4.0, 6.0], [7.0]]"
318,316,"[[1, 3, 2, 4, 9, 6], [1, 5, 7, 2], [8, 1, 3, 2, 6]]",[1. 3. 2. 4. 9. 5. 7. 1. 8. 6.],"[[1.0, 3.0, 2.0, 4.0, 9.0], [5.0, 7.0, 1.0], [8.0, 6.0]]"
319,317,"[[1, 5, 7, 2], [1, 3, 2, 4, 9, 6], [8, 1, 3, 2, 6]]",[1. 5. 7. 3. 2. 4. 9. 1. 8. 6.],"[[1.0, 5.0, 7.0], [3.0, 2.0, 4.0, 9.0, 1.0], [8.0, 6.0]]"
320,318,"[[1, 5, 7, 2], [8, 1, 3, 2, 6], [1, 3, 2, 4, 9, 6]]",[1. 5. 7. 8. 3. 2. 1. 4. 9. 6.],"[[1.0, 5.0, 7.0], [8.0, 3.0, 2.0, 1.0], [4.0, 9.0, 6.0]]"
321,319,"[[8, 1, 3, 2, 6], [1, 5, 7, 2], [1, 3, 2, 4, 9, 6]]",[8. 1. 3. 2. 5. 7. 1. 4. 9. 6.],"[[8.0, 1.0, 3.0, 2.0], [5.0, 7.0, 1.0], [4.0, 9.0, 6.0]]"
322,320,"[[9, 4, 3], [1, 5, 7, 6, 4], [8, 1, 2]]",[9. 3. 1. 5. 7. 6. 4. 8. 1. 2.],"[[9.0, 3.0], [1.0, 5.0, 7.0, 6.0, 4.0], [8.0, 1.0, 2.0]]"
